ISBN;Book-Title;Book-Author;Year-Of-Publication;Publisher;Image-URL-S;Image-URL-M;Image-URL-L;isbn_length
0671510053;SHIPPING NEWS;Annie Proulx;1994.0;Scribner;http://images.amazon.com/images/P/0671510053.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0671510053.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0671510053.01.LZZZZZZZ.jpg;10
0385334036;The Smoke Jumper;Nicholas Evans;2001.0;Delacorte Press;http://images.amazon.com/images/P/0385334036.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0385334036.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0385334036.01.LZZZZZZZ.jpg;10
0060914653;The Unbearable Lightness of Being;Milan Kundera;1988.0;Harpercollins;http://images.amazon.com/images/P/0060914653.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0060914653.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0060914653.01.LZZZZZZZ.jpg;10
0345347536;A Spell for Chameleon (Xanth Novels (Paperback));Piers Anthony;1987.0;Del Rey Books;http://images.amazon.com/images/P/0345347536.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0345347536.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0345347536.01.LZZZZZZZ.jpg;10
055321313X;Anne of Green Gables (Anne of Green Gables Novels (Paperback));L.M. MONTGOMERY;1982.0;Bantam Classics;http://images.amazon.com/images/P/055321313X.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/055321313X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/055321313X.01.LZZZZZZZ.jpg;10
0743237188;Fall On Your Knees (Oprah #45);Ann-Marie MacDonald;2002.0;Touchstone;http://images.amazon.com/images/P/0743237188.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0743237188.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0743237188.01.LZZZZZZZ.jpg;10
0553586122;Reap the Wind;Iris Johansen;2002.0;Bantam Books;http://images.amazon.com/images/P/0553586122.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0553586122.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0553586122.01.LZZZZZZZ.jpg;10
0553584510;The Survivors Club;LISA GARDNER;2003.0;Bantam;http://images.amazon.com/images/P/0553584510.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0553584510.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0553584510.01.LZZZZZZZ.jpg;10
0345443284;While I Was Gone;Sue Miller;1999.0;Ballantine Books;http://images.amazon.com/images/P/0345443284.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0345443284.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0345443284.01.LZZZZZZZ.jpg;10
0345418018;The World According to Garp (Ballantine Reader's Circle);John Irving;1997.0;Ballantine Books;http://images.amazon.com/images/P/0345418018.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0345418018.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0345418018.01.LZZZZZZZ.jpg;10
0684801469;Farewell To Arms;Ernest Hemingway;1995.0;Scribner;http://images.amazon.com/images/P/0684801469.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0684801469.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0684801469.01.LZZZZZZZ.jpg;10
0671789422;Possessing the Secret of Joy;Alice Walker;1993.0;Pocket;http://images.amazon.com/images/P/0671789422.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0671789422.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0671789422.01.LZZZZZZZ.jpg;10
0140077022;White Noise (Contemporary American Fiction);Don DeLillo;1991.0;Penguin Books;http://images.amazon.com/images/P/0140077022.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0140077022.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0140077022.01.LZZZZZZZ.jpg;10
0679732764;Invisible Man;Ralph Ellison;1995.0;Vintage Books USA;http://images.amazon.com/images/P/0679732764.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0679732764.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0679732764.01.LZZZZZZZ.jpg;10
0553273914;The House of the Spirits;Isabel Allende;1986.0;Bantam Books;http://images.amazon.com/images/P/0553273914.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0553273914.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0553273914.01.LZZZZZZZ.jpg;10
0060256672;Where the Sidewalk Ends : Poems and Drawings;Shel Silverstein;1974.0;HarperCollins;http://images.amazon.com/images/P/0060256672.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0060256672.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0060256672.01.LZZZZZZZ.jpg;10
039592720X;Interpreter of Maladies;Jhumpa Lahiri;1999.0;Houghton Mifflin Co;http://images.amazon.com/images/P/039592720X.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/039592720X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/039592720X.01.LZZZZZZZ.jpg;10
0060928336;Divine Secrets of the Ya-Ya Sisterhood: A Novel;Rebecca Wells;1997.0;Perennial;http://images.amazon.com/images/P/0060928336.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0060928336.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0060928336.01.LZZZZZZZ.jpg;10
0671003755;She's Come Undone (Oprah's Book Club (Paperback));Wally Lamb;1996.0;Washington Square Press;http://images.amazon.com/images/P/0671003755.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0671003755.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0671003755.01.LZZZZZZZ.jpg;10
0553268449;JITTERBUG PERFUME;TOM ROBBINS;1985.0;Bantam;http://images.amazon.com/images/P/0553268449.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0553268449.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0553268449.01.LZZZZZZZ.jpg;10
038001503X;One Hundred Years of Solitude;Gabriel Garcia Marquez;1970.0;Avon Books;http://images.amazon.com/images/P/038001503X.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/038001503X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/038001503X.01.LZZZZZZZ.jpg;10
0440215625;Dragonfly in Amber;DIANA GABALDON;1993.0;Dell;http://images.amazon.com/images/P/0440215625.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0440215625.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0440215625.01.LZZZZZZZ.jpg;10
0316777730;Naked;David Sedaris;1998.0;Back Bay Books;http://images.amazon.com/images/P/0316777730.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0316777730.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0316777730.01.LZZZZZZZ.jpg;10
0877733759;Writing Down the Bones;NATALIE GOLDBERG;1986.0;Shambhala;http://images.amazon.com/images/P/0877733759.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0877733759.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0877733759.01.LZZZZZZZ.jpg;10
0140042393;The Grapes of Wrath;John Steinbeck;1976.0;Penguin USA;http://images.amazon.com/images/P/0140042393.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0140042393.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0140042393.01.LZZZZZZZ.jpg;10
0671726889;CUCKOO'S EGG;Clifford Stoll;1990.0;Pocket;http://images.amazon.com/images/P/0671726889.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0671726889.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0671726889.01.LZZZZZZZ.jpg;10
0446601241;Kiss the Girls;James Patterson;1995.0;Warner Books;http://images.amazon.com/images/P/0446601241.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0446601241.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0446601241.01.LZZZZZZZ.jpg;10
0451124340;Different Seasons;Stephen King;1983.0;Penguin Putnam~mass;http://images.amazon.com/images/P/0451124340.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0451124340.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0451124340.01.LZZZZZZZ.jpg;10
0345384466;The Witching Hour (Lives of the Mayfair Witches);ANNE RICE;1993.0;Ballantine Books;http://images.amazon.com/images/P/0345384466.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0345384466.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0345384466.01.LZZZZZZZ.jpg;10
0446604801;Jack & Jill (Alex Cross Novels);James Patterson;1997.0;Warner Books;http://images.amazon.com/images/P/0446604801.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0446604801.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0446604801.01.LZZZZZZZ.jpg;10
0679734775;The House on Mango Street (Vintage Contemporaries);SANDRA CISNEROS;1991.0;Vintage;http://images.amazon.com/images/P/0679734775.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0679734775.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0679734775.01.LZZZZZZZ.jpg;10
0345409469;The Demon-Haunted World: Science As a Candle in the Dark;Carl Sagan;1997.0;Ballantine Books;http://images.amazon.com/images/P/0345409469.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0345409469.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0345409469.01.LZZZZZZZ.jpg;10
0671027344;The Perks of Being a Wallflower;Stephen Chbosky;1999.0;MTV;http://images.amazon.com/images/P/0671027344.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0671027344.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0671027344.01.LZZZZZZZ.jpg;10
006019491X;Daughter of Fortune : A Novel (Oprah's Book Club (Hardcover));Isabel Allende;1999.0;HarperCollins;http://images.amazon.com/images/P/006019491X.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/006019491X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/006019491X.01.LZZZZZZZ.jpg;10
0066211611;Portrait in Sepia;Isabel Allende;2001.0;HarperCollins Publishers;http://images.amazon.com/images/P/0066211611.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0066211611.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0066211611.01.LZZZZZZZ.jpg;10
0140042520;Dharma Bums;Jack Kerouac;1991.0;Penguin Books;http://images.amazon.com/images/P/0140042520.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0140042520.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0140042520.01.LZZZZZZZ.jpg;10
0380789035;American Gods;Neil Gaiman;2002.0;HarperTorch;http://images.amazon.com/images/P/0380789035.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0380789035.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0380789035.01.LZZZZZZZ.jpg;10
0060964049;Tales of the City (Tales of the City Series, V. 1);Armistead Maupin;1989.0;Perennial;http://images.amazon.com/images/P/0060964049.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0060964049.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0060964049.01.LZZZZZZZ.jpg;10
0440206154;Red Dragon;Thomas Harris;2000.0;Dell Publishing Company;http://images.amazon.com/images/P/0440206154.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0440206154.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0440206154.01.LZZZZZZZ.jpg;10
0345370775;Jurassic Park;Michael Crichton;1999.0;Ballantine Books;http://images.amazon.com/images/P/0345370775.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0345370775.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0345370775.01.LZZZZZZZ.jpg;10
0743457943;Trading Places;Fern Michaels;2003.0;Pocket Star;http://images.amazon.com/images/P/0743457943.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0743457943.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0743457943.01.LZZZZZZZ.jpg;10
0373484224;Stanislaski Brothers (Silhouette Promo);Nora Roberts;2000.0;Silhouette;http://images.amazon.com/images/P/0373484224.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0373484224.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0373484224.01.LZZZZZZZ.jpg;10
0380789019;Neverwhere;Neil Gaiman;1998.0;Avon;http://images.amazon.com/images/P/0380789019.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0380789019.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0380789019.01.LZZZZZZZ.jpg;10
0380018179;The Thorn Birds;Colleen McCullough;1978.0;Avon;http://images.amazon.com/images/P/0380018179.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0380018179.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0380018179.01.LZZZZZZZ.jpg;10
067101420X;Forever... : A Novel of Good and Evil, Love and Hope;Jude Deveraux;2002.0;Pocket;http://images.amazon.com/images/P/067101420X.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/067101420X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/067101420X.01.LZZZZZZZ.jpg;10
0679457313;The God of Small Things;Arundhati Roy;1997.0;Random House Inc;http://images.amazon.com/images/P/0679457313.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0679457313.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0679457313.01.LZZZZZZZ.jpg;10
0553571656;The Beekeeper's Apprentice;LAURIE R. KING;1996.0;Bantam;http://images.amazon.com/images/P/0553571656.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0553571656.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0553571656.01.LZZZZZZZ.jpg;10
0786866276;Mother of Pearl;Melinda Haynes;1999.0;Hyperion;http://images.amazon.com/images/P/0786866276.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0786866276.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0786866276.01.LZZZZZZZ.jpg;10
0140620338;Picture of Dorian Gray;Oscar Wilde;0.0;Penguin Putnam~mass;http://images.amazon.com/images/P/0140620338.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0140620338.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0140620338.01.LZZZZZZZ.jpg;10
000649840X;Angelas Ashes;Frank Mccourt;0.0;Harpercollins Uk;http://images.amazon.com/images/P/000649840X.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/000649840X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/000649840X.01.LZZZZZZZ.jpg;10
0099771519;Memoirs of a Geisha Uk;Arthur Golden;0.0;Trafalgar Square;http://images.amazon.com/images/P/0099771519.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0099771519.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0099771519.01.LZZZZZZZ.jpg;10
067102535X;Last Dance, Last Chance (Ann Rule's Crime Files);Ann Rule;2002.0;Pocket;http://images.amazon.com/images/P/067102535X.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/067102535X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/067102535X.01.LZZZZZZZ.jpg;10
0385720920;Choke;CHUCK PALAHNIUK;2002.0;Anchor;http://images.amazon.com/images/P/0385720920.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0385720920.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0385720920.01.LZZZZZZZ.jpg;10
0385498721;Survivor : A Novel;CHUCK PALAHNIUK;2000.0;Anchor;http://images.amazon.com/images/P/0385498721.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0385498721.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0385498721.01.LZZZZZZZ.jpg;10
0380813815;Lamb : The Gospel According to Biff, Christ's Childhood Pal;Christopher Moore;2003.0;Perennial;http://images.amazon.com/images/P/0380813815.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0380813815.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0380813815.01.LZZZZZZZ.jpg;10
0385314744;Rush Limbaugh Is a Big Fat Idiot: And Other Observations;Al Franken;1996.0;Delacorte Press;http://images.amazon.com/images/P/0385314744.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0385314744.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0385314744.01.LZZZZZZZ.jpg;10
0439404371;The Thief Lord;Cornelia Funke;2002.0;Scholastic;http://images.amazon.com/images/P/0439404371.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0439404371.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0439404371.01.LZZZZZZZ.jpg;10
1573225789;The Color of Water: A Black Man's Tribute to His White Mother;James McBride;1997.0;Riverhead Books;http://images.amazon.com/images/P/1573225789.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/1573225789.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/1573225789.01.LZZZZZZZ.jpg;10
0553296981;Anne Frank: The Diary of a Young Girl;ANNE FRANK;1993.0;Bantam;http://images.amazon.com/images/P/0553296981.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0553296981.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0553296981.01.LZZZZZZZ.jpg;10
0451169530;The Stand: Complete and Uncut;Stephen King;1991.0;Signet Book;http://images.amazon.com/images/P/0451169530.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0451169530.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0451169530.01.LZZZZZZZ.jpg;10
067168390X;Lonesome Dove;Larry McMurtry;1988.0;Pocket;http://images.amazon.com/images/P/067168390X.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/067168390X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/067168390X.01.LZZZZZZZ.jpg;10
0385335881;Shopaholic Takes Manhattan (Summer Display Opportunity);Sophie Kinsella;2002.0;Delta;http://images.amazon.com/images/P/0385335881.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0385335881.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0385335881.01.LZZZZZZZ.jpg;10
0385335482;Confessions of a Shopaholic (Summer Display Opportunity);SOPHIE KINSELLA;2001.0;Delta;http://images.amazon.com/images/P/0385335482.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0385335482.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0385335482.01.LZZZZZZZ.jpg;10
0553258001;The Cider House Rules;John Irving;1986.0;Bantam Books;http://images.amazon.com/images/P/0553258001.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0553258001.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0553258001.01.LZZZZZZZ.jpg;10
0805063889;Nickel and Dimed: On (Not) Getting By in America;Barbara Ehrenreich;2001.0;Metropolitan Books;http://images.amazon.com/images/P/0805063889.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0805063889.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0805063889.01.LZZZZZZZ.jpg;10
0553582658;Summer Light;Luanne Rice;2002.0;Bantam Books;http://images.amazon.com/images/P/0553582658.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0553582658.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0553582658.01.LZZZZZZZ.jpg;10
0373218400;Table For Two;Nora Roberts;2002.0;Silhouette;http://images.amazon.com/images/P/0373218400.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0373218400.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0373218400.01.LZZZZZZZ.jpg;10
0826308791;The Education of Little Tree (A Zia Book);Forrest Carter;1986.0;University of New Mexico Press;http://images.amazon.com/images/P/0826308791.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0826308791.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0826308791.01.LZZZZZZZ.jpg;10
0345435249;Darwin's Radio;Greg Bear;2000.0;Ballantine Books;http://images.amazon.com/images/P/0345435249.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0345435249.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0345435249.01.LZZZZZZZ.jpg;10
0441003257;Good Omens;Neil Gaiman;1996.0;Ace Books;http://images.amazon.com/images/P/0441003257.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0441003257.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0441003257.01.LZZZZZZZ.jpg;10
0451202503;The Songcatcher: A Ballad Novel;Sharyn McCrumb;2002.0;Signet Book;http://images.amazon.com/images/P/0451202503.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0451202503.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0451202503.01.LZZZZZZZ.jpg;10
0446606812;Message in a Bottle;Nicholas Sparks;1999.0;Warner Vision;http://images.amazon.com/images/P/0446606812.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0446606812.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0446606812.01.LZZZZZZZ.jpg;10
0671028375;Fatal Voyage;Kathy Reichs;2002.0;Pocket;http://images.amazon.com/images/P/0671028375.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0671028375.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0671028375.01.LZZZZZZZ.jpg;10
0399146008;Shock;Robin Cook;2001.0;G. P. Putnam's Sons;http://images.amazon.com/images/P/0399146008.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0399146008.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0399146008.01.LZZZZZZZ.jpg;10
0060930535;The Poisonwood Bible: A Novel;Barbara Kingsolver;1999.0;Perennial;http://images.amazon.com/images/P/0060930535.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0060930535.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0060930535.01.LZZZZZZZ.jpg;10
0375702709;A Lesson Before Dying (Vintage Contemporaries (Paperback));Ernest J. Gaines;1997.0;Vintage Books USA;http://images.amazon.com/images/P/0375702709.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0375702709.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0375702709.01.LZZZZZZZ.jpg;10
044990928X;Operating Instructions: A Journal of My Son's First Year;Anne Lamott;1994.0;Ballantine Books;http://images.amazon.com/images/P/044990928X.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/044990928X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/044990928X.01.LZZZZZZZ.jpg;10
0671038184;Jewel;Bret Lott;1999.0;Washington Square Press;http://images.amazon.com/images/P/0671038184.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0671038184.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0671038184.01.LZZZZZZZ.jpg;10
0060916508;Their Eyes Were Watching God: A Novel;Zora Neale Hurston;1990.0;Perennial;http://images.amazon.com/images/P/0060916508.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0060916508.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0060916508.01.LZZZZZZZ.jpg;10
0552996009;Notes From a Small Planet;Bill Bryson;0.0;Bantam Doubleday Dell;http://images.amazon.com/images/P/0552996009.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0552996009.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0552996009.01.LZZZZZZZ.jpg;10
0142000663;The Grapes of Wrath: John Steinbeck Centennial Edition (1902-2002);John Steinbeck;2002.0;Penguin Books;http://images.amazon.com/images/P/0142000663.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0142000663.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0142000663.01.LZZZZZZZ.jpg;10
0590112899;The Subtle Knife (His Dark Materials, Book 2);Philip Pullman;1998.0;Scholastic Point;http://images.amazon.com/images/P/0590112899.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0590112899.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0590112899.01.LZZZZZZZ.jpg;10
0590660543;Northern Lights (His Dark Materials S.);Philip Pullman;1998.0;Scholastic Point;http://images.amazon.com/images/P/0590660543.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0590660543.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0590660543.01.LZZZZZZZ.jpg;10
0345361792;A Prayer for Owen Meany;John Irving;1990.0;Ballantine Books;http://images.amazon.com/images/P/0345361792.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0345361792.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0345361792.01.LZZZZZZZ.jpg;10
0394404289;The Prophet;Kahlil Gibran;1973.0;Alfred A. Knopf;http://images.amazon.com/images/P/0394404289.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0394404289.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0394404289.01.LZZZZZZZ.jpg;10
038531258X;Cold Sassy Tree;Olive Ann Burns;1986.0;Delta;http://images.amazon.com/images/P/038531258X.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/038531258X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/038531258X.01.LZZZZZZZ.jpg;10
006092988X;A Tree Grows in Brooklyn;Betty Smith;1998.0;Perennial;http://images.amazon.com/images/P/006092988X.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/006092988X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/006092988X.01.LZZZZZZZ.jpg;10
0743225406;The Shipping News : A Novel;Annie Proulx;2001.0;Scribner;http://images.amazon.com/images/P/0743225406.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0743225406.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0743225406.01.LZZZZZZZ.jpg;10
1400034779;The No. 1 Ladies' Detective Agency (Today Show Book Club #8);Alexander McCall Smith;2003.0;Anchor;http://images.amazon.com/images/P/1400034779.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/1400034779.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/1400034779.01.LZZZZZZZ.jpg;10
0786885688;Shopgirl;Steve Martin;2001.0;Hyperion;http://images.amazon.com/images/P/0786885688.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0786885688.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0786885688.01.LZZZZZZZ.jpg;10
0671880187;Kitchen;Banana Yoshimoto;1994.0;Washington Square Press;http://images.amazon.com/images/P/0671880187.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0671880187.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0671880187.01.LZZZZZZZ.jpg;10
037570504X;Breath, Eyes, Memory;Edwidge Danticat;1998.0;Vintage Books USA;http://images.amazon.com/images/P/037570504X.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/037570504X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/037570504X.01.LZZZZZZZ.jpg;10
0767902521;A Walk in the Woods: Rediscovering America on the Appalachian Trail (Official Guides to the Appalachian Trail);Bill Bryson;1999.0;Broadway Books;http://images.amazon.com/images/P/0767902521.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0767902521.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0767902521.01.LZZZZZZZ.jpg;10
0553377868;The Flanders Panel;ARTURO PEREZ-REVERTE;1996.0;Bantam;http://images.amazon.com/images/P/0553377868.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0553377868.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0553377868.01.LZZZZZZZ.jpg;10
0609608444;The Devil in the White City : Murder, Magic, and Madness at the Fair That Changed America (Illinois);ERIK LARSON;2003.0;Crown;http://images.amazon.com/images/P/0609608444.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0609608444.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0609608444.01.LZZZZZZZ.jpg;10
