ISBN;Canonical_ISBN
0671458574;0671458574
0385187157;0671458574
055356983x;0671458574
0670849324;0670849324
0140369260;0670849324
0385091907;0671835467
0385040199;0671835467
0671835467;0671835467
0140325654;0448025442
0590445561;0448025442
0448025442;0448025442
0340568879;059042243X
059042243X;059042243X
0140324623;059042243X
0681007702;059042243X
0451521129;059042243X
0812551524;059042243X
8478884599;0553226975
0553226975;0553226975
0553213172;0553213172
0451525345;0553213172
0816728992;0553213172
0452263565;0099773813
0452258170;0099773813
0099773813;0099773813
0374105219;0099773813
0316571202;0316571172
0316571172;0316571172
0374404143;0374303665
0374303665;0374303665
0821761730;0821761730
0821773666;0821761730
0399207627;0399207627
0399225064;0399207627
0375503269;0375503269
0425188884;0375503269
0425178218;0375503269
0345430514;0609601008
0609601008;0609601008
0787116122;0609601008
1573221295;1573221295
1573227846;1573221295
0446356875;0553252658
0553252658;0553252658
0670872172;0670872172
0140267727;0670872172
0441023622;091544254X
0441023592;091544254X
0441023614;091544254X
091544254X;091544254X
1556619340;1556619340
1568653123;1556619340
1556619782;1556619340
1556619790;1556619340
0394551281;0394551281
0060958944;0394551281
0445405848;0892961538
0892961538;0892961538
0445408960;0892961538
034532580X;0345292456
0345352017;0345292456
0345292456;0345292456
0821752588;0821752588
0821760742;0821752588
0440202515;0440202515
0312961316;0440202515
0679400788;0679400788
0679734643;0679400788
3423004002;3423004002
3462021958;3423004002
0449244679;0449244679
0884111431;0449244679
0449200507;0449244679
0399125663;0449244679
044023672X;044023672X
0375728236;044023672X
0849935644;0849906423
0849906423;0849906423
1929381069;0345323130
0345323130;0345323130
1929381085;0345323149
0345323149;0345323149
0451191137;0451159934
0451166833;0451159934
0452281253;0451159934
0451159934;0451159934
0451153316;0451159934
0451140869;0451159934
0451127374;0451159934
087004124X;0451159934
0380790149;0380974193
0380974193;0380974193
0812531140;0312930275
0312930275;0312930275
0375504214;0375504214
1841151939;0375504214
0061056243;0694517623
0694517623;0694517623
8420638188;8420638188
8420600253;8420638188
0939149907;0939149206
0939149206;0939149206
0140714200;0140714200
0140714529;0140714200
0345397673;0345397665
0345397665;0345397665
3570005836;3570005836
3442730902;3570005836
1551660911;1551660911
1551661233;1551660911
0241141788;0241141788
0375414932;0241141788
024114177X;0241141788
0758202555;1575667665
1575667665;1575667665
0061099163;0060162724
0060162724;0060162724
0792481070;0060162724
067976268X;0140259708
0140259708;0140259708
0679441239;0140259708
037379116x;037379116x
037379116X;037379116x
0679455841;0679455841
0345407962;0679455841
0553267868;0671560697
0671560697;0671560697
0843944641;0843937424
0843937424;0843937424
0345401018;0345401018
0345422511;0345401018
0679459278;0345401018
0440212766;1853711365
1853711365;1853711365
0060930179;0060175907
0060175907;0060175907
0552145890;0552145890
0385409435;0552145890
0842329161;0842329161
0788751271;0842329161
0595275737;0595275737
0595656943;0595275737
0881341045;0931988462
0931988462;0931988462
0918825733;038512483X
038512483X;038512483X
1562925911;1562925911
1589195914;1562925911
0689718616;059045191X
059045191X;059045191X
0837817935;0837817935
076676656X;0837817935
044640361X;044640361X
044640361x;044640361X
0425098397;0440102464
0440102464;0440102464
077109972X;077109972X
0613170873;077109972X
0060930888;0060187239
0060187239;0060187239
0070123322;0070123322
0072558466;0070123322
091594359X;091594359X
091594359x;091594359X
0395877555;0395585627
0395585627;0395585627
081291273X;081291273X
0142002291;081291273X
0140103767;081291273X
0373835558;0515073679
0061004448;0515073679
0515073679;0515073679
0380794608;0380794284
0380794284;0380794284
0571169341;0571169333
0571169333;0571169333
0451455002;0451455002
0451455983;0451455002
0515127485;0679428887
0679428887;0679428887
037540418X;0679428887
0060298898;0416622801
0416622801;0416622801
0064473562;0416622801
0425098885;0416622801
055326396X;055326396X
0553346644;055326396X
0140272658;0140272658
0140283587;0140272658
0802133851;080211539X
080211539X;080211539X
0312983220;0312266855
0312266855;0312266855
0684861518;0684861518
0671037544;0684861518
0770104274;0770104274
0440212073;0770104274
1551665131;0373482612
0373482612;0373482612
0747539766;0747539766
0879517298;0747539766
8495971011;8433908812
8433908812;8433908812
014027944X;014027944X
0375702164;014027944X
014027944x;014027944X
0241139309;014027944X
0440102901;0440102901
0552083895;0440102901
0152022686;0152017674
0152017674;0152017674
0886773687;0879979798
0879979798;0879979798
0892816287;0892812443
0892812443;0892812443
059043053X;0553213563
0553213563;0553213563
059043053x;0553213563
0140351140;0140351140
0140867341;0140351140
0395562678;0395562678
0802137334;0395562678
0449908240;0449908240
0449147347;0449908240
0451519108;0451519108
0899664024;0451519108
0451526910;0451522257
0451522257;0451522257
0300042078;0300042078
0300093047;0300042078
0195075595;0195075595
0195077326;0195075595
0786817070;0786808012
0786808012;0786808012
0786817879;0786808012
3548603203;3471772510
3471772510;3471772510
0802138578;0802116728
0802116728;0802116728
0891074759;0891074759
0380708906;0891074759
0689319878;0689319878
0689820313;0689319878
0316111236;0316111236
0316110078;0316111236
0316110590;0316111163
0316111163;0316111163
0316112445;0316112445
0316111864;0316112445
0812531787;0312930488
0812500601;0312930488
0380791951;0312930488
0312930488;0312930488
0312275714;0312275714
031299141X;0312275714
0515075345;0515054143
0515054143;0515054143
0425143317;0515054143
0385333102;0385333102
044022621X;0385333102
0394747453;0140019405
0394702549;0140019405
0140019405;0140019405
067973225X;067973225X
067973225x;067973225X
0446525480;0446525480
0446676012;0446525480
0060929596;0671047922
0671047922;0671047922
1582340854;1582340854
1582341532;1582340854
1570426287;0316648043
0446607452;0316648043
0316648043;0316648043
0060154853;0060154853
0451400224;0060154853
0393309576;0393083721
0393083721;0393083721
0451524608;0451524608
0415026814;0451524608
0140714715;0140714170
0140714170;0140714170
087516000X;087516000X
157008968X;087516000X
0061099341;0060179147
0060179147;0060179147
0812534336;0312856016
0312856016;0312856016
0446349496;0446340391
0446340391;0446340391
0380769840;0380769840
0380463679;0380769840
0671319779;0671578545
0671578545;0671578545
1557737681;031202164X
031202164X;031202164X
0553106333;0752814214
0671582321;0752814214
0743532945;0752814214
0752814214;0752814214
0613277163;0752814214
0743532953;0752814214
0802708366;0802708366
0440504341;0802708366
0312081367;0312081367
031209745X;0312081367
0876854439;0876854439
0862418399;0876854439
0802116698;0802116698
0802138209;0802116698
0517139618;0517139618
0316171468;0517139618
0316171530;0517139618
0449229580;0449229580
0449210650;0449229580
156389551x;156389551x
156389551X;156389551x
156389663x;156389663x
156389663X;156389663x
0517122723;0517122723
0882665618;0517122723
0446523151;0718143396
0446607401;0718143396
0718143396;0718143396
0061003638;0671543857
0671543857;0671543857
0140157344;0070506698
0070506698;0070506698
0373832664;0373260725
0373260725;0373260725
014025448X;0745926290
0745926290;0745926290
0312195567;0312195567
0312202296;0312195567
0671433067;0671433067
0449201457;0671433067
0425117383;0399133674
0425165299;0399133674
0399133674;0399133674
0385319851;0440215234
0440215234;0440215234
0449211843;0449202941
0449202941;0449202941
0449237842;0449207609
0449207609;0449207609
039512090X;039512090X
0395597684;039512090X
0449200019;0449200019
0745161243;0449200019
0425177173;075401410X
075401410X;075401410X
0449207420;0399128921
0399128921;0399128921
0451191145;0451157486
0452011876;0451157486
0451157486;0451157486
0451171926;0451157486
0525934189;0451157486
0816021368;0816021368
0871968509;0816021368
0816039755;0816021368
0965404560;B00009ZWDN
0676974562;B00009ZWDN
1402511787;B00009ZWDN
B00009ZWDN;B00009ZWDN
038572179X;038572179X
038572179x;038572179X
0440900034;0440900034
0440408164;0440900034
0395615887;0440900034
0553575317;0553377744
0553377744;0553377744
0006254187;0006254187
0232519870;0006254187
0399140565;0399140565
0425182126;0399140565
3442413508;3442413508
3442454875;3442413508
3453864433;3453198026
3453198026;3453198026
3453178092;3453165640
3453165640;3453165640
0446322563;0395339707
0395339707;0395339707
0395860067;0395339707
0446352241;0395339707
014027569X;014027569X
014027569x;014027569X
0140248927;0571167772
0571167772;0571167772
0380700468;0571167772
0670141682;0670141682
0099324016;0670141682
0374511713;0374511713
9684111819;0374511713
3608919694;3608919694
3426775417;3608919694
3499227304;3803131405
3803131405;3803131405
0743222989;0743222970
0743222970;0743222970
0812590163;0312865643
0312865643;0312865643
0300001479;1566193931
1566193931;1566193931
0394171225;0394171225
0345304950;0394171225
006097673X;0395657806
0060569662;0395657806
0395657806;0395657806
0613124723;0395657806
0525937218;0525937218
0452270987;0525937218
0385492782;0385492782
0385492790;0385492782
0876120850;0876120834
0876120834;0876120834
0876120826;0876120834
0552144789;0517704900
0517704900;0517704900
0380017741;0060114193
0060114193;0060114193
0375724443;0375410627
0375410627;0375410627
038080297X;0380977028
0380977028;0380977028
0727840681;0727840681
0440103746;0727840681
002860041X;002860041X
0028600061;002860041X
0380002450;0553210572
0553211943;0553210572
0553211676;0553210572
0553210572;0553210572
0767901576;0553066951
0553066951;0553066951
0330320912;0330320912
1559943696;0330320912
0525483500;0330320912
0375704051;0671648349
0060973684;0671648349
0671648349;0671648349
0971545103;0971545103
0971545111;0971545103
0140249265;0670855049
0670855049;0670855049
0752816500;0752816500
0061052655;0752816500
8401496683;038524410X
038524410X;038524410X
0812521463;0689110456
0380558890;0689110456
0689110456;0689110456
0312862504;0312862504
0812590961;0312862504
840801207X;2253055972
2253055972;2253055972
0553280341;0553280341
0553260618;0553280341
0671000667;0671000659
0671000659;0671000659
0671495917;0671495917
0671641972;0671495917
0671632671;0671632671
0671662015;0671632671
068482440X;068482440X
068482440x;068482440X
0671899481;0671899481
0671510045;0671899481
0671818856;0671818856
0671558617;0671818856
0671445863;0671818856
0684863162;0684822393
0684822393;0684822393
0671704583;0671507923
0671624849;0671507923
0671507923;0671507923
067181785X;0671224913
0671224913;0671224913
0671464965;0671464965
0671602551;0671464965
0671507397;0671454595
0671704672;0671454595
0671746715;0671454595
0671454595;0671454595
0671509780;0671509780
0020088221;0671509780
068483149x;068483149x
068483149X;068483149x
0671468073;0671468073
0671542087;0671468073
0151104212;0451522427
0451522427;0451522427
0451520521;0451522427
0451523660;0451523660
0451527089;0451523660
039475929X;039475929X
039475929x;039475929X
0553472321;0553472321
0385311338;0553472321
0590415883;0590415883
0590442406;0590415883
0449701778;0449701778
0689806574;0449701778
0060910992;0060910992
0060964073;0060910992
0688087523;0688087523
0380757206;0688087523
0380728729;0688149790
0688149790;0688149790
0553478680;0688149790
0767912233;0767912233
055371354X;0767912233
0312171838;0312145462
0312145462;0312145462
0446363162;0517536021
0517536021;0517536021
0451202341;0670894184
0670894184;0670894184
0736651047;0670894184
B0000VZEH8;0670894184
0440235383;0385334222
0385334222;0385334222
0787117889;0787117889
0892966629;0787117889
0517576988;0517576988
0385425074;0517576988
0394742907;0394720334
0394720334;0394720334
0815410018;0399137645
0399137645;0399137645
0130563412;0130563412
0553122940;0130563412
0385316399;0385316399
0440222664;0385316399
0787111759;0385316399
0786005084;1575661152
1575661152;1575661152
0451204956;158788352X
158788352X;158788352X
0747266409;0747271569
0747271569;0747271569
0446606022;089296619X
089296619X;089296619X
042519521X;0399150692
0399150692;0399150692
0399149708;0399150692
0394555953;0394555953
0451170989;0394555953
1559271396;0394555953
0743217713;0743202562
0743202562;0743202562
0553053566;0553053566
0553283944;0553053566
1582343292;1582343292
0747560137;1582343292
042515954X;0425149420
0425149420;0425149420
0553089196;0553089196
0345460723;0553089196
0553472399;0553089196
0671792288;0671676520
0671676520;0671676520
0140261184;0140261184
184068108X;0140261184
0553206745;0553206745
0553763024;0553206745
0439080967;0590601369
0590601369;0590601369
067102423X;067102423X
0613171004;067102423X
0452267455;0525249605
0525249605;0525249605
0425174468;0399145052
0399145052;0399145052
0440217202;0385311907
0385311907;0385311907
8439702582;9502801709
9502801709;9502801709
0345450175;0345450175
0345450183;0345450175
0525939695;0525939695
0613171012;0525939695
0553272543;0553272543
0553239805;0553272543
1565121783;1565121783
0385334532;1565121783
0670848573;0670848573
0140176241;0670848573
0156005204;0345356764
0613171020;0345356764
0345356764;0345356764
155970666X;155970666X
1860469922;155970666X
037541309X;037541309X
037541309x;037541309X
0385722206;0385722206
0385722206  0;0385722206
055337513X;0553095277
0553095277;0553095277
0747232075;0747231931
0747231931;0747231931
0345284631;0345258495
0345258495;0345258495
0743216458;0671867369
0743464117;0671867369
074322454X;0671867369
0671867369;0671867369
0743216385;0671867369
0060512202;0446301302
0446301302;0446301302
0688166393;0446301302
0875965016;0875965016
0875963986;0875965016
0449202623;0449202623
0449211991;0449202623
039912778X;0449202623
0064470482;0064470482
0812466098;0064470482
0449209806;0385195419
0385195419;0385195419
0375700390;0440004462
0440004462;0440004462
0140063943;0140063943
0451518810;0140063943
0192834320;0192815075
0192815075;0192815075
0441049125;044105000X
044105000X;044105000X
0743233468;0743233468
074345300X;0743233468
0060532149;0060532149
0060557109;0060532149
067940418X;067940418X
0671028464;067940418X
0141000252;0141000252
0399148256;0141000252
0449131793;0394554272
0450414558;0394554272
0394554272;0394554272
0688104959;0440403111
0440403111;0440403111
0152025677;015205720X
015205720X;015205720X
0152025731;015205720X
039472593X;039472593X
0195078268;039472593X
067153145X;067153145X
067153145x;067153145X
051512723X;0399144188
0399144188;0399144188
0452269571;0525934251
0525934251;0525934251
0590897993;0590897993
0590898000;0590897993
0061002046;0515073717
0515073717;0515073717
044651912X;044651912X
0446603368;044651912X
0553580035;055311123X
055311123X;055311123X
0553259830;0553259830
0553209914;0553259830
0812513002;0812513002
0812532023;0812513002
0884041557;0884041557
1592120075;0884041557
0736647694;0884041557
0884046818;0312069782
0312069782;0312069782
1592120539;0312069782
0892747781;0892747781
0446691097;0892747781
0571197981;0571197981
0345384199;0571197981
0151006903;0151006903
0156029065;0151006903
2246615011;0151006903
0965451798;0151006903
0425096343;0425096343
0061044695;0425096343
0061010103;0425096343
0440235057;0385333919
0385333919;0385333919
0060082151;0385333919
0440295777;0385333919
0312421478;0374299773
0374299773;0374299773
074342431X;0679450963
0679450963;0679450963
0140264892;0140264892
0684853000;0140264892
0684852993;0140264892
0553574574;0553574574
0553381539;0553574574
0553277464;0553256750
0553256750;0553256750
0517597977;0517597977
0671001752;0517597977
0688123252;0688123252
0425150186;0688123252
0394847466;0380698404
0380698404;0380698404
0449200361;0002210843
0002210843;0002210843
0689831870;0689831870
0689866283;0689831870
0609600613;0609600613
0609803913;0609600613
0312854110;0312854110
0312890354;0312854110
039480967X;039480967X
0394909674;039480967X
0689835906;0689835892
0689835892;0689835892
0449220893;0679403558
0679403558;0679403558
0786711035;0786711035
0786708964;0786711035
1570620008;1570620008
1570624275;1570620008
0743475127;1590580400
1590580400;1590580400
0671891634;0671759159
0671759159;0671759159
0743434021;0743434013
0743434013;0743434013
0380818760;0380789930
0380789930;0380789930
0771079400;0307122255
0307122255;0307122255
0743460537;0517701529
0517701529;0517701529
0684834227;0517701529
0060192704;0060192704
006092991X;0060192704
0030621984;0523422350
0523422350;0523422350
0452266637;0452266637
0525481680;0452266637
0385306768;0385306768
0440212820;0385306768
0525248609;0525248609
0452265819;0525248609
0963888625;0963888625
0972807705;0963888625
3442451833;3442723213
3442723213;3442723213
0449202771;0394528069
0394528069;0394528069
0449004538;0394528069
0446604437;0517700778
0517700778;0517700778
0618127003;0618004076
0618004076;0618004076
0140179208;0875843026
0875843026;0875843026
0140259112;0670860743
0670860743;0670860743
0025607006;0025607006
0441052851;0025607006
0451411153;0451411153
0143013831;0451411153
0446606227;0446606227
0446521795;0446606227
0821765213;1575664321
1575664321;1575664321
0449906337;0449906337
0345432983;0449906337
0575071117;0575071117
1585672394;0575071117
0804107815;0394577558
0452277760;0394577558
0394577558;0394577558
0140134077;0394577558
0064434516;0064430057
0064430057;0064430057
059009887X;0064430057
0385498799;0385498799
1402502176;0385498799
1573441252;0930044878
0930044878;0930044878
031220972X;031220972X
0312975589;031220972X
044040665X;0440800099
038070918X;0440800099
0688210767;0440800099
0440800099;0440800099
044040665x;0440800099
0671004573;0671047876
0671047876;0671047876
0140157654;0670840785
0670840785;0670840785
067088698X;067088698X
0140298339;067088698X
000648302X;000648302X
000648302x;000648302X
0440216540;0374109990
0374109990;0374109990
006251539X;006251539X
0062515373;006251539X
0425110923;0385230680
0515105384;0385230680
0385230680;0385230680
0688143121;0688143121
0688161014;0688143121
0140291911;0670886327
0670886327;0670886327
0440107016;0385280734
0385280734;0385280734
0959043918;0959043918
0959043942;0959043918
0451191889;0525942726
0525942726;0525942726
0060096675;0060096675
0060096683;0060096675
0758203187;0758203187
0758203195;0758203187
0870816713;0812924150
0812924150;0812924150
0552996181;0552996181
0312139284;0552996181
1574530720;0929385225
0929385225;0929385225
0140196307;0670892688
0670892688;0670892688
0679439196;0679439196
0679762906;0679439196
0553279300;0553106252
0802136346;0553106252
0613073304;0553106252
0553106252;0553106252
0553124803;0553106252
0553253123;0553253123
0553267809;0553253123
2070368653;2070368653
2253009008;2070368653
3458319808;3458319808
3704320862;3458319808
0060188731;0060188731
0694525332;0060188731
0807002178;0807002046
0807002046;0807002046
0345403959;0345373243
0345373243;0345373243
0449222276;0449906787
0449906787;0449906787
0515093556;0877958262
0877958262;0877958262
0767902831;0767902831
076790480X;0767902831
0553502352;0767902831
0446607398;0553478974
0553478974;0553478974
067082187X;067082187X
2070404021;067082187X
0397323042;0397323042
0397323050;0397323042
0439098238;0439098238
0439452317;0439098238
0452267943;0446969249
0446969249;0446969249
0553562967;0553375628
0553375628;0553375628
0394535979;0394535979
0375404872;0394535979
0452280621;0099760118
0451161394;0099760118
8440656955;0099760118
0099760118;0099760118
1580601200;0099760118
0375405623;0099760118
0451156595;0099760118
8440635893;0099760118
0553341014;0553341014
055324924X;0553341014
0380775530;0553341014
1582432244;1582430969
1582430969;1582430969
0805069275;080506284X
080506284X;080506284X
0316517305;0440420385
0440420385;0440420385
039587470X;0395320844
0395320844;0395320844
0066211425;0066211425
0061032107;0066211425
0821724231;0821724231
0821757709;0821724231
0821740083;0821724231
0446609781;0718144503
0892967269;0718144503
0718144503;0718144503
0374507481;055323837x
055323837x;055323837x
031242230X;055323837x
0449148831;0517584026
0517584026;0517584026
0300095325;0300095325
0300101627;0300095325
0684807610;0684807610
074353364X;0684807610
0451524977;0451524977
0451528107;0451524977
1877228338;1877228338
1903506026;1877228338
8423326810;3423002956
3423002956;3423002956
0345314980;0394534077
0394534077;0394534077
0345418344;0394534077
0590457543;0590457543
0698113993;0590457543
0441054633;0441054633
0441054951;0441054633
0812505646;0441054668
0441054668;0441054668
0441054080;0441054080
0812509811;0441054080
0892961961;0445405929
0445405929;0445405929
0671795880;0671795872
0671795872;0671795872
0881844381;0881844381
0451175735;0881844381
1573229350;1573221880
1573221880;1573221880
0446353930;0446353930
0446533289;0446353930
0345343611;0345381769
0345381769;0345381769
0883657376;0070185506
0070185506;0070185506
0449308162;0449308162
0449300587;0449308162
0312303467;0312303467
1593553927;0312303467
0425194256;1569472904
1569472904;1569472904
0786865229;0786865229
0786884401;0786865229
0345404351;0345369599
0345369599;0345369599
0449001814;0449001814
0449001822;0449001814
0312077289;0312077270
0312077270;0312077270
0060244151;0060244151
0064400964;0060244151
0345382722;0671709550
0671709550;0671709550
0806964650;0806964650
080696605X;0806964650
0889104999;0889104840
1571103171;0889104840
0889104840;0889104840
0552996386;0517171627
0517171627;0517171627
0679424474;0679424474
0345396359;0679424474
0553266608;030709801X
030709801X;030709801X
0307094367;0553206567
0553206567;0553206567
0394517644;0394517644
013073859X;0394517644
006018485X;006018485X
0060536152;006018485X
0688022073;0523426518
0523426518;0523426518
0399135049;0399135049
0380712504;0399135049
155166674X;1551669056
1551669056;1551669056
0590401688;0590401688
0590319000;0590401688
0670875686;0670875686
0140267735;0670875686
0451204670;0525946039
0525946039;0525946039
0804712441;0804712441
0804720681;0804712441
0312862024;0312862024
0812545206;0312862024
0440113938;0385062443
0385062443;0385062443
0517572419;0517572419
0345352173;0517572419
0425052990;0425052990
0425054705;0425052990
0821749609;0821749609
0821761269;0821749609
1565302257;1565302257
1930819072;1565302257
0312145500;0312049935
0312049935;0312049935
0312167814;0312049935
0821752200;0821752200
0786002921;0821752200
0452269520;0525934200
0525934200;0525934200
0553582283;0553801155
0553801155;0553801155
0609805363;0609604902
0609604902;0609604902
0451202317;0525933972
0525933972;0525933972
0451403398;0525933972
055324793X;0394425553
0553254049;0394425553
0394425553;0394425553
0312974620;0312199708
0312199708;0312199708
067973807X;0394586409
0394586409;0394586409
0800792963;0380002469
0380002469;0380002469
038072202X;0380002469
0345334051;0671499599
0671499599;0671499599
0345410203;0345364759
0345364759;0345364759
0786862408;0786862408
0786889284;0786862408
0441056350;0441056350
0441056369;0441056350
046500637X;046500637X
078819206X;046500637X
0060005548;0066213444
0066213444;0066213444
0743435613;0451166760
0451166760;0451166760
1572970111;0399139931
0399139931;0399139931
0840751397;0840751397
0553128868;0840751397
0345275357;0345275357
0345350464;0345275357
0553580418;0553109634
0553109634;0553109634
0440234808;0440234808
0440242169;0440234808
1883697824;0316034681
0316034681;0316034681
0736900551;1565078179
1565078179;1565078179
157322118X;157322118X
157322815X;157322118X
0312857306;0312857306
0812524063;0312857306
0030693012;0805008209
0805008209;0805008209
0670032107;0670032107
0142003506;0670032107
1555910807;1555910807
1555912400;1555910807
0156119072;0156119072
0152071245;0156119072
0517882213;0517591979
0517591979;0517591979
0345413628;0060174730
0060174730;0060174730
0156027798;0393051161
0393051161;0393051161
0064440060;0064440060
0060247517;0064440060
0064473473;0066237564
0066237564;0066237564
0553150022;0553150022
0553154346;0553150022
0553151940;0553150022
0345459202;0375409475
0375409475;0375409475
0140168125;0070342067
0070342067;0070342067
0671709712;0688093744
0688093744;0688093744
0425184129;0399145672
0425178102;0399145672
0399145672;0399145672
1587880245;0399145672
158788836X;0399145672
0698118243;0399231277
0399231277;0399231277
0140258116;0670869740
0670869740;0670869740
068813792X;0688115292
0688115292;0688115292
0805006559;0805006559
0805018999;0805006559
3821808187;3821808187
3442151473;3821808187
0575050047;0575050047
0380756625;0575050047
0140179089;0670850136
0670850136;0670850136
0007110928;000711091X
1585673080;000711091X
0060537310;000711091X
000711091X;000711091X
0399135847;0399135847
0425129551;0399135847
039457513X;039457513X
0452280028;039457513X
0451517148;0671648470
0671648470;0671648470
0671731440;0671648470
2070548171;2070548171
1903434335;2070548171
1578151872;0140063404
0140063404;0140063404
0316644374;0316644374
0345429419;0316644374
0525946187;0525946187
0451206681;0525946187
0451153928;0452259398
0452259398;0452259398
0553380400;055305306X
0553282204;055305306X
055305306X;055305306X
031225377X;0312192398
0312192398;0312192398
0138030995;0138030995
0134342283;0138030995
0130768294;0130767786
0130767786;0130767786
0688160999;0688136915
0688136915;0688136915
0812575741;031286857X
031286857X;031286857X
0871569566;0871563797
0871563797;0871563797
0385480016;0679435204
0679435204;0679435204
1585360775;1585360775
0452283698;1585360775
0871138441;0871138441
0802139965;0871138441
0440236169;038549694X
038549694X;038549694X
0312963815;0312157916
0312157916;0312157916
0380716542;038097407X
038097407X;038097407X
0060185627;038097407X
0679734120;0394425693
0394425693;0394425693
0571194737;0571194737
0571194729;0571194737
0515137111;0399149848
0399149848;0399149848
0345388003;0836261305
0836261305;0836261305
0712609350;0712609350
0345347617;0712609350
0385484003;0385484003
0385484011;0385484003
0451409132;0805056211
0805056211;0805056211
0312195419;0786861576
0786861576;0786861576
0515135690;042517963X
042517963X;042517963X
044023476X;0688064485
0345347226;0688064485
0688064485;0688064485
051510521X;0399135081
0399135081;0399135081
0515045446;0891908994
0891908994;0891908994
0743411439;0743204832
0743204832;0743204832
0743504801;0743204832
039913994X;039913994X
042516246X;039913994X
0425150445;039913994X
0804830363;0804817774
0804817774;0804817774
0821720589;0821720589
0821730169;0821720589
0821735020;0821720589
0002255855;0786705531
0786705531;0786705531
078670618X;0786705531
0571203922;2264025255
2264025255;2264025255
0451191021;0525942297
0525942297;0525942297
006100264X;0449239438
0449239438;0449239438
0804900205;0804900205
0440403596;0804900205
0515076279;0515076279
0312972792;0515076279
0440403553;0307122174
0590423541;0307122174
1588278603;0307122174
0439228905;0307122174
0874065038;0307122174
1566195918;0307122174
0812504283;0307122174
1569602115;0307122174
0307122174;0307122174
0451522958;0307122174
0140369252;0307122174
0517618842;0307122174
0897110080;0307122174
0895310619;0307122174
0140366849;0140350063
0140350063;0140350063
044922287X;0449906000
0449906000;0449906000
0060809876;0060830565
0060830565;0060830565
1568490674;0060830565
207036965X;0060830565
000616899X;0002224356
0002224356;0002224356
031219241X;031219241X
031219241x;031219241X
0451185196;0451185196
052593829X;0451185196
0451204727;0451185196
0099366517;0099366517
0445405252;0099366517
0843937971;0843925914
0843925914;0843925914
0385494327;0553373676
0553373676;0553373676
0099277085;0553373676
0803233019;0803233019
0803283598;0803233019
068825294X;068825294X
068825294x;068825294X
0446609323;0446609323
3453866606;0446609323
1573221511;1573221511
1573228516;1573221511
0805011498;080501148X
080501148X;080501148X
0689715625;0689715625
0785746277;0689715625
0871137380;0871137380
0451203933;0871137380
0140288503;0871137380
0449211517;0449211517
0345466837;0449211517
0395971284;0440409047
0440409047;0440409047
0393035050;0393035050
0393312763;0393035050
0152273220;0152273220
0345408810;0152273220
0345422570;0152273220
0375504397;0375504397
0345441036;0375504397
0739300105;0375504397
0446400726;0446400726
0751512338;0446400726
0374406960;0374406960
0374308276;0374406960
1562870343;0441066283
0441066283;0441066283
0804104050;0441066283
0061052663;0061052663
0061057320;0061052663
044022313X;055347748X
055347748X;055347748X
0385480423;055347748X
0449225046;044990864X
044990864X;044990864X
0451192036;0451127110
0451208641;0451127110
0451127110;0451127110
0451163176;0451127110
0451144708;0451127110
0671639218;0671639218
0446600466;0671639218
0060959258;0060959258
0694524409;0060959258
0345338499;0345301250
0345301250;0345301250
0345410319;0345301250
0873481291;0873481291
0873481496;0873481291
0399145087;0399145087
0425175405;0399145087
0399145222;0399145087
0375707719;0399145087
0399145168;0399145087
039914515X;0399145087
0142002763;067085767X
067085767X;067085767X
0446601829;0446516104
0446516104;0446516104
0380978741;0380978741
0380816210;0380978741
0843942657;0843942657
0843946423;0843942657
0449209474;0449209474
0586086153;0449209474
0517571323;0517571323
0553283596;0517571323
055319643X;0517571323
0553173367;0517571323
9997648161;9997648161
0802131824;9997648161
0345319028;0345319036
0345319036;0345319036
0440206146;0553109405
0451204158;0553109405
0553109405;0553109405
0399114432;0553109405
0525945555;0553109405
0380975238;0380975238
0380786214;0380975238
0380771292;068813713X
068813713X;068813713X
0446310018;0446310018
0446314358;0446310018
0246137339;0246137339
0246137177;0246137339
0553290797;0385261853
0385261853;0385261853
0698114213;0805038477
0805038477;0805038477
0786890169;078686804X
078686804X;078686804X
0312861818;0312861818
0312865783;0312861818
0440400538;0440400538
0689718489;0440400538
0312984618;0380717158
0380717158;0380717158
0552998001;0385600593
0385600593;0385600593
0452268583;0525933743
0525933743;0525933743
0515130125;039914594X
039914594X;039914594X
039914594x;039914594X
0312152477;0385481780
0385481780;0385481780
0061059137;0061059137
2290049913;0061059137
0345301293;0345301293
8435099806;0345301293
8435015955;0345301293
0151886563;0151886563
0156005050;0151886563
0140250360;0312112483
0312112483;0312112483
0140277471;0670876267
0670876267;0670876267
0141001976;0670891657
0670891657;0670891657
0140174397;0312069081
0312069081;0312069081
0385334524;075400323X
075400323X;075400323X
0385334559;075400323X
0425093336;0425093336
0553299573;0425093336
045120865X;0453006094
0451401603;0453006094
0453006094;0453006094
0141804637;0553211935
0553211935;0553211935
0451524020;0553211935
0743422937;0684866102
0684866102;0684866102
075284332X;075284332X
075284332x;075284332X
0879518073;0575063513
0575063513;0575063513
0879518863;0575063513
0312962843;0312145527
0312145527;0312145527
3442350298;3442350298
3442356512;3442350298
0385474946;0385474946
0425155749;0385474946
0446600253;0446600253
0446675369;0446600253
0785742271;0446600253
0743405978;044651697X
0446600288;044651697X
044651697X;044651697X
0446531286;0446531286
1565117530;0446531286
1561003794;1561003794
0451184041;1561003794
0670849618;1561003794
0375502238;0375502238
0345468694;0375502238
