User-ID;Location;Age
122429;kamuela, hawaii, usa;48.0
122440;vancouver, british columbia, canada;29.0
122716;tucson, ,;30.0
122793;omemee, ontario, canada;46.0
122801;elm grove, wisconsin, usa;38.0
123056;halifax, nova scotia, canada;32.0
123094;morrisville, north carolina, usa;45.0
123095;hollywood, maryland, usa;
123257;circleville, ohio, usa;20.0
123460;brea, california, usa;31.0
123515;beaverton, oregon, usa;
123544;dallas, texas, usa;
123608;los banos, california, usa;17.0
123744;newark, delaware, usa;25.0
123825;vancouver, british columbia, canada;
123867;kearns, utah, usa;
123883;topeka, kansas, usa;18.0
123981;phoenix, arizona, usa;46.0
124078;muskegon, michigan, usa;25.0
124298;stockton, california, usa;25.0
124310;salem, south carolina, usa;53.0
124363;tallahassee, florida, usa;36.0
124487;ramah, new mexico, usa;
124597;brights grove, ontario, canada;38.0
124874;warren, new jersey, usa;32.0
124876;redford, michigan, usa;23.0
124942;olympia, washington, usa;
124983;amarillo, texas, usa;32.0
124989;old orchard beach, maine, usa;46.0
125031;alburquerque, ,;
125039;lafayette, indiana, usa;27.0
125203;montreal, quebec, canada;18.0
125411;louisville, kentucky, usa;43.0
125519;irvine, california, usa;40.0
125692;elmira, new york, usa;28.0
125736;atlanta, georgia, usa;17.0
125774;tehran, tehran, iran;36.0
125928;glendale heights, illinois, usa;
126196;wilmington, delaware, usa;36.0
126296;ramsey, huntingdon, cambridgeshire, united kingdom;41.0
126388;kernersville, north carolina, usa;26.0
126395;arkansas, arkansas, usa;28.0
126492;westmont, illinois, usa;31.0
126604;north reading, massachusetts, usa;27.0
126693;newmarket, ontario, canada;33.0
126736;fulton, missouri, usa;38.0
126814;west chester, ohio, usa;32.0
126903;lancaster, pennsylvania, usa;
127049;knoxville, tennessee, usa;31.0
127129;langley, british columbia, canada;
127131;stopsley, bedfordshire, united kingdom;42.0
127200;urbana, illinois, usa;
127233;marietta, georgia, usa;29.0
127359;beaverton, oregon, usa;33.0
127826;duluth, georgia, usa;
128085;durham, north carolina, usa;40.0
128119;olathe, kansas, usa;
128122;lithia springs, georgia, usa;37.0
128208;san antonio, texas, usa;34.0
128325;toledo, ohio, usa;43.0
128696;southampton, england, united kingdom;34.0
128732;north dighton, massachusetts, usa;31.0
128835;bellingham, washington, usa;60.0
129008;rapid city, south dakota, usa;44.0
129074;marietta, georgia, usa;51.0
129084;boise, idaho, usa;39.0
129338;apache junction, arizona, usa;24.0
129489;vancouver, british columbia, canada;24.0
129716;tallahassee, florida, usa;30.0
130474;nashville, tennessee, usa;33.0
130554;sandpoint, idaho, usa;
130570;singapore, n/a, singapore;
130571;summerville, south carolina, usa;
130658;montreal, ,;90.0
130705;sydney, new south wales, australia;29.0
130950;jersey city, new jersey, usa;32.0
131046;ellington, connecticut, usa;26.0
131126;barcelona, catalunya, spain;31.0
131154;soddy-daisy, tennessee, usa;18.0
131402;governors bay, canterbury, new zealand;
131622;two rivers, wisconsin, usa;51.0
131686;chemainus, british columbia, canada;27.0
131855;farnborough, hampshire, united kingdom;31.0
132083;tazewell, virginia, usa;47.0
132173;charlotte, north carolina, usa;
132199;santa barbara, california, usa;
132282;birmingham, alabama, usa;23.0
132375;denver, colorado, usa;58.0
132392;claremont, california, usa;38.0
132930;wokingham, england, united kingdom;29.0
133296;ormond beach, florida, usa;23.0
133416;jacksons point, ontario, canada;25.0
133571;olney, maryland, usa;39.0
133689;calgary, alberta, canada;29.0
133706;palmyra, western australia, australia;30.0
133747;gaithersburg, maryland, usa;28.0
133935;north arlington, new jersey, usa;28.0
134005;santa rosa, california, usa;34.0
134311;barstow, california, usa;23.0
134403;san francsico, california, usa;18.0
134434;barcelona, barcelona, spain;25.0
134761;waco, texas, usa;26.0
134797;elk grove, california, usa;
135045;spring, texas, usa;29.0
135149;ft. pierce, florida, usa;
135265;groton, connecticut, usa;32.0
135351;greenwood, south carolina, usa;23.0
135360;albuquerque, new mexico, usa;39.0
135376;las vegas, nevada, usa;
135411;rockaway, ,;34.0
135458;ottawa, ontario, canada;24.0
135609;charlestown, massachusetts, usa;
135673;hafnarfjordur, reykjavik, iceland;26.0
135703;fredericton, new brunswick, canada;32.0
135753;baker city, oregon, usa;55.0
135831;potomac falls, virginia, usa;
136010;brampton, ontario, canada;
136071;normal, illinois, usa;44.0
136139;fair oaks, california, usa;
136193;los angeles, california, usa;40.0
136205;crest hill, illinois, usa;39.0
136252;santa fe, new mexico, usa;33.0
136326;shingle springs, california, usa;42.0
136348;oceanside, new york, usa;51.0
136382;edmonton, alberta, canada;
136491;rio rancho, new mexico, usa;18.0
137118;lancaster, texas, usa;
137137;cincinnati, ,;
137211;charlotte, north carolina, usa;
137336;longview, washington, usa;26.0
137588;portland, oregon, usa;
137589;enterprise, oregon, usa;35.0
137688;medford, new york, usa;46.0
137742;santo domingo, distrito nacional, dominican republic;24.0
138010;somerville, massachusetts, usa;31.0
138097;winter park, florida, usa;35.0
138198;edmonton, alberta, canada;37.0
138543;mesquite, texas, usa;21.0
138578;cape girardeau, missouri, usa;38.0
138602;bremerton, washington, usa;36.0
138777;beavercreek, oregon, usa;
138844;winnipeg, manitoba, canada;40.0
138995;keyser, west virginia, usa;47.0
139243;new york, new york, usa;
139359;fort myers, florida, usa;36.0
139387;hamilton, ontario, canada;30.0
139742;toronto, ontario, canada;36.0
139827;phoenix, arizona, usa;
139828;juneau, , usa;49.0
139913;monett, missouri, usa;54.0
140000;london, england, united kingdom;
140223;somerville, massachusetts, usa;27.0
140340;zeeland, michigan,;42.0
140358;san diego, california, usa;
140662;portland, oregon, usa;30.0
140879;duesseldorf, nordrhein-westfalen, germany;36.0
141010;puyallup, washington, usa;35.0
141444;west springfield, massachusetts,;
141491;westminster, maryland, usa;47.0
141493;dove canyon, california, usa;44.0
141511;framingham, massachusetts, usa;30.0
141710;omaha, nebraska, usa;
141719;houston, texas, usa;
141901;christchurch, canterbury, new zealand;43.0
141902;newport news, virginia, usa;51.0
142121;waipahu, hawaii, usa;33.0
142256;winfield, alberta, canada;52.0
142479;portland, maine, usa;
142524;detroit, michigan, usa;36.0
142579;apex, north carolina, usa;
142584;hot springs, arkansas, usa;21.0
142623;big sky, montana, usa;
142715;wasilla, alaska, usa;35.0
142745;kyoto, kyoto, japan;38.0
143163;weaverville, california, usa;26.0
143175;blythewood, south carolina, usa;28.0
143211;greenbelt, maryland, usa;
143253;dyersburg, tennessee, usa;27.0
143415;bellingham, washington, usa;50.0
143792;nottingham, england, united kingdom;25.0
143837;san antonio, texas, usa;28.0
143964;chardon, ohio, usa;26.0
143968;wesley chapel, florida, usa;39.0
144038;columbia, missouri, usa;49.0
144255;riedstadt, hessen, germany;
144318;grimes, iowa, usa;
144478;galveston, texas, usa;39.0
144516;norman, oklahoma, usa;41.0
144531;pleasanton, california, usa;37.0
144555;northbrook, illinois, usa;37.0
144619;albany, oregon, usa;
144828;college station, texas, usa;
145369;winnemucca, nevada, usa;
145449;virginia beach, virginia, usa;
145619;middletown, connecticut, usa;36.0
145641;madison, new jersey, usa;
145737;elmhurst, illinois, usa;40.0
146113;cary, north carolina, usa;
146230;bourbonnais, ,;49.0
146348;tigard, oregon, usa;
146386;palmdale, california, usa;14.0
146803;n/a, n/a, usa;
146932;miami, florida, usa;30.0
147141;portland, oregon, usa;21.0
147224;mechanicsburg, pennsylvania, usa;41.0
147307;larkspur, colorado, usa;48.0
147420;cassadaga, new york, usa;53.0
147451;herne bay, england, united kingdom;37.0
147839;mokena, illinois, usa;47.0
147847;greenville, illinois, usa;
148199;toronto, ontario, canada;50.0
148258;toronto, ontario, canada;
148314;calgary, alberta, canada;29.0
148590;thunder bay, ontario, canada;49.0
148712;homer, alaska, usa;
148744;campbellsport, wisconsin, usa;67.0
148804;los angeles, california, usa;
148898;holiday, florida, usa;24.0
149069;struthers, ohio, usa;30.0
149071;nekoosa, wisconsin, usa;49.0
149231;gladstone, oregon,;
149483;houston, texas, usa;25.0
149661;ventura, california, usa;
149843;tacoma, washington, usa;60.0
149908;hull, england, united kingdom;29.0
149934;chicago, illinois, usa;44.0
150124;york, nebraska, usa;30.0
150498;cumberland, maryland, usa;38.0
150561;bodegraven, zuid-holland, netherlands;33.0
150661;scottsdale, arizona, usa;36.0
150896;vancouver, washington, usa;30.0
150968;manchester, new hampshire, usa;47.0
150979;greencastle, pennsylvania, usa;34.0
151101;pottstown, pennsylvania, usa;
151104;albuquerque, new mexico, usa;
151139;la jolla, california,;
151653;omaha, nebraska, usa;
152099;wickenburg, arizona, usa;14.0
152186;windsor, ontario, canada;33.0
152409;phoenixville, pennsylvania, usa;33.0
152579;kota kinabalu, sabah, malaysia;22.0
152645;chicago, illinois, usa;28.0
152651;plattsburgh, new york, usa;24.0
152696;studio city, california, usa;
152946;lisbon, lisbon, portugal;25.0
153054;cambridge, massachusetts, usa;20.0
153211;toronto, ontario, canada;28.0
153513;little rock, arkansas, usa;31.0
153662;ft. stewart, georgia, usa;44.0
153718;round lake, illinois, usa;27.0
153797;tulsa, oklahoma, usa;31.0
154070;wellman, iowa, usa;38.0
154345;white plains, new york, usa;
154469;trois-rivières ouest, quebec, canada;
154529;fishers, indiana, usa;37.0
154730;encinitas, california, usa;42.0
154844;sharon hill, pennsylvania, usa;32.0
154992;maryland heights, missouri, usa;40.0
155014;las cruces, new mexico, usa;
155147;seattle, washington, usa;60.0
155219;stamford, connecticut, usa;29.0
155580;fairport, new york, usa;61.0
155778;orlando, ,;
155913;regensburg, bayern, germany;
156150;howell, new jersey, usa;36.0
156269;chicago, illinois, usa;53.0
156300;pinon hills, california, usa;49.0
156467;waltham, massachusetts, usa;38.0
156584;hobart, tasmania, australia;55.0
157247;deventer, overijssel, netherlands;48.0
157273;dripping springs, texas, usa;37.0
157799;heemstede, noord holland, netherlands;42.0
157811;kissimmee, florida, usa;34.0
158226;oslo, oslo, norway;26.0
158254;asheville, north carolina, usa;28.0
158295;cleveland, ohio, usa;
158433;nahant, massachusetts, usa;
158846;sagle, idaho, usa;54.0
159033;taneytown, maryland, usa;46.0
159506;portland, oregon, usa;28.0
159732;watchung, new jersey, usa;47.0
159817;penticton, british columbia, canada;
159822;aptos, california, usa;37.0
159834;las vegas, nevada, usa;19.0
159858;atlantic beach, florida, usa;37.0
159868;cortlandt manor, new york, usa;
160401;akron, ohio, usa;30.0
160541;ashford, england, united kingdom;
160558;hooksett, new hampshire, usa;28.0
160571;limoges, n/a, france;
160681;niles, michigan, usa;28.0
160819;miami, florida, usa;43.0
161039;fredericton, new brunswick, canada;30.0
161041;lisbon, n/a, portugal;24.0
161299;covina, california, usa;41.0
161936;gisborne, victoria, australia;53.0
162030;ny, new york, usa;
162052;danville, virginia, usa;51.0
162376;lynn, massachusetts, usa;23.0
162562;omaha, nebraska, usa;29.0
162590;n/a, british columbia, canada;
162639;kelso, washington, usa;
162671;yarmouth, nova scotia, canada;19.0
162738;waterford, michigan, usa;35.0
162780;rock island, tennessee, usa;31.0
163202;los angeles, california, usa;26.0
163358;toronto, ontario, canada;21.0
163488;salem, ohio, usa;24.0
163570;lincoln, new brunswick, canada;50.0
163804;bonaire, georgia, usa;43.0
163851;phoenix, arizona, usa;26.0
163973;são paulo, são paulo, brazil;46.0
164096;lisboa, lisboa, portugal;29.0
164323;delta, british columbia, canada;31.0
164533;sitges, barcelona, spain;46.0
164581;costa da caparica, ,;30.0
164584;manchester, new hampshire, usa;52.0
164728;studio city, california, usa;
164926;ann arbor, michigan, usa;25.0
165183;tulsa, oklahoma,;60.0
165308;new berlin, wisconsin, usa;33.0
165319;tucson, arizona, usa;28.0
165345;rohnert park, california, usa;
165582;potomac falls, virginia, usa;
165758;st. catharines, ontario, canada;
165866;ashville, alabama, usa;27.0
165884;louisville, kentucky, usa;
166123;cortez, colorado, usa;32.0
166391;hanover, pennsylvania, usa;60.0
166596;greenwood, british columbia, canada;57.0
167349;keller, texas, usa;33.0
167471;milton, ontario, canada;29.0
167587;anaheim hills, ,;22.0
167614;seattle, washington, usa;46.0
167746;charlestown, massachusetts, usa;32.0
167800;olive branch, mississippi, usa;57.0
167812;vancouver, washington, usa;38.0
168047;oxford, connecticut, usa;28.0
168064;fredericton, new brunswick, canada;
168144;oceanside, california, usa;46.0
168245;delisle, saskatchewan, canada;37.0
168388;victoria, ,;
168642;seattle, washington, usa;24.0
168816;santa clara, california, usa;35.0
168954;manhattan, kansas, usa;29.0
169057;westlake, ohio, usa;50.0
169233;chicago, illinois, usa;27.0
169663;towson, maryland, usa;
169682;minneapolis, minnesota, usa;26.0
169699;vadnais heights, minnesota, usa;40.0
169735;nisswa, minnesota, usa;
169779;st. charles, missouri, usa;36.0
170073;aberdeen, scotland, united kingdom;
170184;melton mowbray, england, united kingdom;51.0
170513;butler, pennsylvania, usa;
170634;crystal lake, illinois, usa;
170762;lansing, michigan, usa;60.0
170947;sheldon, iowa, usa;35.0
171118;toronto, ontario, canada;47.0
171295;silver spring, maryland, usa;27.0
171445;berkeley, california, usa;37.0
171638;trout creek, montana, usa;50.0
171818;sacramento, california, usa;31.0
171970;elmhurst, illinois, usa;
172091;cherry creek, new york, usa;58.0
172512;louisville, kentucky, usa;25.0
172742;astoria, oregon, usa;44.0
172760;san antonio, texas, usa;29.0
173291;greensboro, north carolina, usa;29.0
173415;chicago, illinois, usa;31.0
173481;arlington, texas, usa;69.0
173679;regensburg, bavaria, germany;27.0
173860;chicago, illinois, usa;48.0
174092;holybourne, england, united kingdom;34.0
174151;carrollton, georgia, usa;34.0
174216;hamilton, ohio, usa;36.0
174304;st. louis, missouri, usa;26.0
174326;winnipeg, manitoba, canada;38.0
174428;morrisville, north carolina, usa;37.0
174596;jackson heights, new york, usa;
174726;san diego, california, usa;
174830;college station, texas, usa;
174892;milford, connecticut,;
174914;perth, western australia, australia;33.0
175052;chicago, illinois, usa;57.0
175254;davis, california, usa;
176214;springdale, arkansas, usa;34.0
176459;brossard, quebec, canada;30.0
177040;cicero, new york, usa;27.0
177072;moberly, missouri, usa;47.0
177090;ashland, missouri, usa;37.0
177091;forest grove, oregon, usa;36.0
177157;antelope, california, usa;
177233;austin, texas, usa;23.0
177284;colorado springs, colorado, usa;30.0
177295;haslett, michigan, usa;41.0
177374;kingston, washington, usa;
177375;w.m., pennsylvania, usa;42.0
177432;wichita, kansas, usa;33.0
177458;ottawa, ontario, canada;29.0
177590;green bay, wisconsin, usa;49.0
178035;pembroke, , canada;81.0
178079;north las vegas, nevada, usa;55.0
178199;amarillo, texas, usa;
178201;saint louis, ,;
178240;olive branch, mississippi, usa;49.0
178322;nevada city, california, usa;66.0
178522;somerset, ,;
178667;freehold, new jersey, usa;34.0
178920;san francisco, california, usa;31.0
179019;little falls, new york,;
179433;raleigh, north carolina, usa;42.0
179718;leroy, ,;39.0
179730;harmony, rhode island, usa;
179734;greenville, texas, usa;26.0
179772;high river, alberta, canada;37.0
179791;sydney, new south wales, australia;22.0
179826;oldham, england, united kingdom;22.0
179978;perry, new york, usa;28.0
180042;thornton, ontario, canada;63.0
180348;fredericksburg, virginia, usa;40.0
180651;coventry, england, united kingdom;54.0
181176;st. louis, missouri, usa;43.0
181687;austin, texas, usa;29.0
181796;grand blanc, michigan, usa;33.0
182053;london, ontario, canada;30.0
182085;ginsheim, hessen, germany;
182086;ginsheim, hessen, germany;
182202;black hawk, south dakota, usa;20.0
182334;somerville, massachusetts, usa;31.0
182403;memphis, tennessee, usa;35.0
182459;fort wayne, indiana, usa;28.0
182527;pekin, illinois, usa;62.0
182969;minneapolis, minnesota, usa;36.0
182993;carneys point, new jersey, usa;40.0
183046;toronto, ontario, canada;
183061;manchester, connecticut, usa;30.0
183187;williamsport, pennsylvania, usa;48.0
183347;ft. meade, maryland, usa;35.0
183963;edmonton, alberta, canada;27.0
183995;columbus (grandview heights), ohio, usa;49.0
184299;omaha, nebraska, usa;31.0
184365;portland, oregon, usa;
184401;olympia, washington, united state;55.0
184424;dayton, ohio, usa;44.0
184513;navarre, florida, usa;61.0
184532;des moines, iowa, usa;28.0
184629;tucson, arizona, usa;
184789;vancouver, british columbia, canada;34.0
185147;canaan, new york, usa;33.0
185176;dayton, ohio, usa;37.0
185233;winnemucca, nevada, usa;31.0
185254;deleon, texas, usa;30.0
185275;seattle, washington, usa;32.0
185308;winchester, england, united kingdom;
185722;long beach, california, usa;24.0
186570;rantoul, illinois, usa;28.0
186837;schofield, wisconsin, usa;39.0
187065;red feather lakes, ,;
187145;grapeview, washington, usa;65.0
187256;citrus heights, california, usa;
187517;brooklyn, new york, usa;28.0
187574;metuchen, new jersey, usa;
187624;mountlake terrace, washington, usa;34.0
187762;rapid city, south dakota, usa;24.0
187863;greenwood, south carolina, usa;33.0
188010;edmonton, alberta, canada;
188022;harlowton, montana, usa;
188273;hawthorne, new jersey, usa;22.0
188483;vermilion, ohio, usa;37.0
188513;brookfield, wisconsin, usa;44.0
188659;orange, connecticut, usa;61.0
189080;hoxie, arkansas, usa;28.0
189516;colorado springs, colorado, usa;37.0
189558;catlettsburg, kentucky, usa;55.0
189835;honolulu, hawaii, usa;
189855;austin, texas, usa;33.0
189973;pittsburgh, pennsylvania, usa;
190374;kamloops, british columbia, canada;38.0
190459;schertz, texas, usa;40.0
190708;ramona, california, usa;43.0
190741;corpus christi, texas, usa;52.0
190831;calgary, alberta, canada;
190844;forest grove, oregon, usa;
190923;burlington, vermont, usa;45.0
190925;hobe sound, florida, usa;51.0
191165;glendora, california, usa;36.0
191716;tatamagouche, nova scotia, canada;49.0
192093;lake worth, florida, usa;46.0
192119;occoquan, virginia, usa;39.0
192211;grove city, ohio, usa;45.0
192244;astoria, new york, usa;26.0
192245;beaverton, ,;
192428;leeds, alabama, usa;34.0
192479;phoenix, arizona, usa;43.0
192710;ponte vedra, florida, usa;53.0
193458;toronto, ontario, canada;40.0
193469;umatilla, oregon, usa;29.0
193499;deland, florida, usa;41.0
193529;florissant, missouri, usa;51.0
193676;waterford, new york, usa;27.0
193769;goose creek, south carolina, usa;59.0
193778;dallas, georgia, usa;
193898;paradise, pennsylvania, usa;
194600;toronto, ontario, canada;51.0
194614;littleton, colorado, usa;33.0
194669;savannah, georgia, usa;46.0
194676;jonesboro, arkansas, usa;
195386;canyon country, california, usa;53.0
195469;congers, new york, usa;39.0
195694;tucson, arizona, usa;29.0
195904;ruby, south carolina, usa;36.0
196047;macomb, michigan, usa;55.0
196053;pittsburgh, pennsylvania, usa;35.0
196077;disputanta, virginia, usa;28.0
196160;auburn, alabama, usa;22.0
196466;king of prussia, pennsylvania, usa;30.0
196502;decatur, georgia, usa;38.0
196738;snellville, georgia, usa;39.0
196775;toronto, ontario, canada;
196891;quinton,, virginia, usa;63.0
197206;virginia beach, virginia, usa;
197364;cumming, georgia, usa;30.0
197659;indiana, pennsylvania, usa;49.0
197687;plymouth, indiana, usa;
197775;iasi, iasi, romania;21.0
198046;milwaukee, wisconsin, usa;51.0
198213;williamsburg/norfolk, virginia, usa;19.0
198930;mesquite, texas, usa;21.0
199041;pleasanton, california, usa;
199416;houma, louisiana,;65.0
199515;la cienega, new mexico, usa;44.0
200226;burlington, ontario, canada;39.0
200422;plainfield, illinois, usa;29.0
200643;austin, texas, usa;21.0
200674;pittsburg, missouri, usa;58.0
201042;birmingham, alabama, usa;34.0
201058;e-ville, california, usa;
201290;seixal, setúbal, portugal;35.0
201447;springfield, virginia, usa;40.0
201526;vancouver, british columbia, canada;25.0
201641;ottawa, ontario, canada;19.0
201674;sellersville, pennsylvania, usa;28.0
201677;hawthorne, new jersey, usa;29.0
201684;austin, texas, usa;24.0
201697;markham, ontario, canada;29.0
201768;fredericton, new brunswick, canada;47.0
201776;saint john, new brunswick, canada;22.0
201783;white haven, pennsylvania, usa;25.0
201969;vancouver, british columbia, canada;
202277;kennesaw, georgia, usa;54.0
202462;arlington, texas, usa;32.0
202711;westminster, texas, usa;30.0
203044;bloomington, indiana, usa;40.0
203075;huntington beach, california, usa;23.0
203240;st. louis, missouri, usa;32.0
203764;petersburg, virginia, usa;48.0
203799;menasha, wisconsin, usa;54.0
203910;manila, makati, phillipines;16.0
204393;orlando, florida, usa;23.0
204457;hawthorne, new jersey, usa;55.0
204591;toronto, ontario, canada;30.0
204813;jersey city, new jersey, usa;
204864;simi valley, california, usa;47.0
204909;salt lake city, utah, usa;
204936;campbell, california, usa;
205383;hucknall, nottinghamshire, united kingdom;36.0
205473;ottawa, ontario, canada;32.0
205735;mosinee, wisconsin, usa;26.0
205980;west chester, pennsylvania, usa;
206016;burnaby, british columbia, canada;25.0
206074;new britain, connecticut, usa;16.0
206305;lancaster, ohio, usa;
206423;columbia, maryland, usa;
206438;katy, texas, usa;24.0
206534;evanston, illinois, usa;
206563;pomfret center, connecticut, usa;45.0
206567;new orleans, louisiana, usa;33.0
206691;greenfield, indiana, usa;28.0
206944;camarillo, california, usa;26.0
207148;san diego, california, usa;42.0
207246;owensboro, kentucky, usa;28.0
207259;florence, oregon, usa;38.0
207339;wells, maine, usa;43.0
207349;seadrift, texas, usa;25.0
207494;huntsville, alabama, usa;42.0
207499;las cruces, new mexico, usa;
207616;choctaw, oklahoma,;53.0
207782;midland, texas, usa;28.0
208147;federal way, washington, usa;41.0
208406;kansas city, missouri, usa;30.0
208415;laguna hills, california, usa;37.0
208668;umatilla, oregon, usa;59.0
208671;simi valley, california, usa;
208683;san jose, california, usa;
208815;san diego, ca, usa;23.0
208829;fredericton, new brunswick, canada;
208897;awattukkee foothills, arizona, usa;
208960;pembroke, massachusetts, usa;35.0
209160;ottawa, ontario, canada;32.0
209174;toronto, ontario, canada;
209229;fairfax, ,;35.0
209238;pass christian, mississippi39571, usa;60.0
209373;mountain view, california, usa;37.0
209516;felixstowe, suffolk, united kingdom;57.0
209756;sacramento, california, usa;36.0
209817;pittsburgh, pennsylvania, usa;27.0
209875;crescent city, california, usa;43.0
209974;orange, california, usa;
210485;carmichael, california, usa;35.0
210587;harper woods, michigan, usa;
210685;medford, oregon, usa;25.0
210822;new orleans, louisiana, usa;36.0
210874;toronto, ontario, canada;26.0
210959;cliffwood, new jersey, usa;30.0
211231;prague, prague, czech republic;21.0
211344;vienna, virginia, usa;32.0
211426;pueblo, colorado, usa;24.0
211430;toronto, ontario, canada;28.0
211919;jacksonville, florida, usa;38.0
212142;warrenton, virginia, usa;37.0
212260;geneva, new york, usa;
212467;weimar, texas, usa;62.0
212797;cedar rapids, iowa, usa;39.0
212849;ft. lauderdale, florida, usa;59.0
212923;minneapolis, minnesota, usa;34.0
212965;akron,, ohio, usa;43.0
213126;spring, texas, usa;
213150;destrehan, louisiana, usa;103.0
213531;bolingbrook, illinois, usa;63.0
214138;lakeland,, florida, usa;79.0
214315;louisville, kentucky, usa;32.0
214786;boone county, kentucky, usa;
214879;turku, varsinais-suomi, finland;24.0
215986;fort worth, texas, usa;28.0
215988;lake oswego, oregon, usa;42.0
216012;clevelad, ohio, usa;34.0
216444;nunspeet, gelderland, netherlands;57.0
216466;castleton, vermont, usa;29.0
216670;pensacola, florida, usa;
216683;san jose, california, usa;
216829;parker, colorado, usa;
217056;peoria, arizona, usa;30.0
217121;frodsham, england, united kingdom;43.0
217318;sackville, new brunswick, canada;
217375;st. petersburg, florida, usa;35.0
217468;singapore, n/a, singapore;23.0
217516;loudoun county, virginia, usa;56.0
217740;madrid, madrid, spain;37.0
217986;ypsilanti, michigan, usa;35.0
218068;west lafayette, indiana, usa;35.0
218121;brighton, colorado, usa;
218552;san antonio, texas, usa;48.0
218568;byron, minnesota, usa;41.0
218608;spartanburg, south carolina, usa;31.0
219301;franklin, massachusetts, usa;
219546;new albany, indiana, usa;25.0
219683;santa ana, california, usa;32.0
220240;roanoke, texas, usa;34.0
220597;toronto, ontario, canada;26.0
220688;brookline, massachusetts, usa;27.0
221445;portland, oregon, usa;
221655;chevy chase, maryland, usa;
221705;jacksonville beach, florida, usa;
221732;columbia, missouri, usa;26.0
221870;oelwein, iowa, usa;45.0
221948;jacksonville, florida, usa;36.0
222035;bristol, connecticut, usa;56.0
222220;austin, texas, usa;30.0
222296;chapel hill, north carolina, usa;
222488;vaihingen an der enz, baden-wuerttemberg, germany;29.0
222941;las vegas, nevada, usa;57.0
223087;sherman oaks, california, usa;
223154;wilmington, north carolina, usa;33.0
223190;the woodlands, texas, usa;33.0
223201;huntington beach, california, usa;
223231;warsaw, n/a, poland;17.0
223431;los angeles, california, usa;
223438;randolph, massachusetts, usa;31.0
223501;santa cruz, california, usa;
223566;kansas city, missouri, usa;29.0
223644;newmarket, ontario, canada;30.0
223787;fountain valley, california, usa;58.0
223954;marina del rey, california, usa;34.0
224138;carlsbad, california, usa;
224146;sarnia, ontario, canada;35.0
224159;redding, california, usa;
224249;moline, illinois, usa;
224303;bradenton, florida, usa;
224349;columbia, maryland, usa;23.0
224430;louisville, kentucky, usa;
224646;london, england, united kingdom;
224764;rockaway, new jersey, usa;116.0
224809;nashua, new hampshire, usa;61.0
224997;legazpi, albay, philippines;
225078;austin, texas, usa;46.0
225087;toronto, ontario, canada;51.0
225232;sydney, new south wales, australia;4.0
225379;halifax, nova scotia, canada;24.0
225595;savannah, georgia, usa;37.0
225763;san francisco, california, usa;
225810;el cajon, california, usa;56.0
225886;ruma, illinois, usa;35.0
225938;lancaster, california, usa;46.0
225986;watford, england, united kingdom;36.0
226205;romeoville, illinois, usa;48.0
226267;kelso, washington, usa;0.0
226482;singapore, n/a,;21.0
226545;mesa, arizona, usa;38.0
226553;anchorage, alaska, usa;
226616;tucson, arizona, usa;204.0
226772;mundelein, illinois, usa;37.0
226879;overland park, kansas, usa;31.0
226965;clemson, south carolina, usa;47.0
227025;saskatoon, saskatchewan, canada;33.0
227397;conway, arkansas, usa;
227447;kelseyville, california, usa;38.0
227520;san jose, california, usa;33.0
227702;league city, texas, usa;42.0
227705;westport, connecticut, usa;36.0
227836;athens, georgia, usa;30.0
227884;virginia beach, virginia, usa;25.0
228021;ann arbor, michigan, usa;32.0
228311;coon rapids, minnesota, usa;32.0
228351;charleston, south carolina, usa;16.0
228579;brooklyn, new york, usa;29.0
228681;dumont, new jersey, usa;
228727;singapore, n/a, singapore;
228764;oakdale, california, usa;39.0
228868;myrtle beach, south carolina, usa;33.0
228998;lincoln, nebraska, usa;41.0
229011;mclean, virginia, usa;
229313;southgate, michigan, usa;31.0
229329;st-légier, vaud, switzerland;56.0
229331;houston, texas, usa;37.0
229409;leipzig, sachsen, germany;32.0
229551;ottawa, ontario, canada;28.0
229741;kensington, california, usa;29.0
229768;highland, michigan,;23.0
230522;colorado springs, colorado, usa;52.0
231210;roanoke, virginia, usa;44.0
231237;waianae, hawaii, us;
231255;surrey, british columbia, canada;
231351;methuen, massachusetts, usa;34.0
231354;las vegas, nevada, usa;
231393;montreal, quebec, canada;28.0
231827;festus, missouri, usa;32.0
231857;canberra, australian capital territory, australia;46.0
231897;warren, michigan, usa;33.0
232106;bayfield, colorado, usa;36.0
232131;oakland, california, usa;
232945;newport, rhode island, usa;28.0
232959;portland, oregon, usa;43.0
232964;westchester, illinois, usa;44.0
232990;portland, oregon, usa;26.0
233445;hesperia, california, usa;
233526;kissimmee, florida, usa;35.0
233578;san antonio, texas, usa;43.0
233711;mackay, queensland, australia;36.0
233911;romney, west virginia, usa;41.0
234165;upton, massachusetts, usa;
234359;morro bay, california, usa;35.0
234399;rochester, new york, usa;
234597;firenze, toscana, italy;
234765;kuching, sarawak, malaysia;28.0
234828;fairbanks, alaska, usa;
235105;st louis, missouri, usa;46.0
235146;oak park, illinois, usa;39.0
235282;encino, california, usa;43.0
235392;st. louis, missouri, usa;27.0
235506;toronto, ontario, canada;29.0
235935;bridgeton, new jersey, usa;43.0
236058;san francisco, california, usa;34.0
236172;chesapeake, virginia, usa;34.0
236283;orlando, florida, usa;41.0
